BotName;QA;ResponseType;Value;ArchitecturalAlternative;Level;Generator
m2;Modifiability;AffectedComponents;5;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;171.0;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-479-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;171.0;stplus-ps2-479-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;171.0;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;7;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;291.5;stplus-ps2-479-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-480-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-480-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-480-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-136;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-136;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-162;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-162;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-208;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-208;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-232;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-232;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-239;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-239;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-316;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-316;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-321;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-321;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-355;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-355;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-367;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-367;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-split(PaymentSystem)-ps1-419;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-split(PaymentSystem)-ps1-419;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-66;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-66;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-141;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-141;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-227;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-227;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-238;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-238;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-275;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-275;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-329;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-329;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-450;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-450;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-459;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-459;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-494;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-494;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExporter)-ps1-500;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExporter)-ps1-500;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-161;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-161;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-167;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-167;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-228;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-228;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-233;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-233;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-353;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-353;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-354;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-354;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-357;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-357;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-358;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-358;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-432;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-432;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;6;stplus-mod-wrapper(ITripDB)-ps1-476;Second;Modifiability-Performance
m2;Modifiability;Complexity;231.5;stplus-mod-wrapper(ITripDB)-ps1-476;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-195;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-195;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-247;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-247;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-263;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-263;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-333;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-333;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-350;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-350;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-396;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-396;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-405;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-405;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-425;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-425;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-426;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-426;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IExternalPayment)-ps1-464;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IExternalPayment)-ps1-464;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IEmployeePayment)-ps1-109;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IEmployeePayment)-ps1-109;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IEmployeePayment)-ps1-133;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IEmployeePayment)-ps1-133;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IEmployeePayment)-ps1-138;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IEmployeePayment)-ps1-138;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IEmployeePayment)-ps1-311;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IEmployeePayment)-ps1-311;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IEmployeePayment)-ps1-330;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IEmployeePayment)-ps1-330;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IEmployeePayment)-ps1-41;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IEmployeePayment)-ps1-41;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IEmployeePayment)-ps1-416;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IEmployeePayment)-ps1-416;Second;Modifiability-Performance
m2;Modifiability;AffectedComponents;8;stplus-mod-wrapper(IEmployeePayment)-ps1-417;Second;Modifiability-Performance
m2;Modifiability;Complexity;352.0;stplus-mod-wrapper(IEmployeePayment)-ps1-417;Second;Modifiability-Performance
